BTC, ETC
2016-12-18-00-00, 0.001271
2016-12-18-01-00, 0.001276
2016-12-18-02-00, 0.001283
2016-12-18-03-00, 0.001274
2016-12-18-04-00, 0.001270
2016-12-18-05-00, 0.001271
2016-12-18-06-00, 0.001269
2016-12-18-07-00, 0.001277
2016-12-18-08-00, 0.001274
2016-12-18-09-00, 0.001278
2016-12-18-10-00, 0.001295
2016-12-18-11-00, 0.001291
2016-12-18-12-00, 0.001324
2016-12-18-13-00, 0.001330
2016-12-18-14-00, 0.001323
2016-12-18-15-00, 0.001335
2016-12-18-16-00, 0.001321
2016-12-18-17-00, 0.001333
2016-12-18-18-00, 0.001337
2016-12-18-19-00, 0.001332
2016-12-18-20-00, 0.001337
2016-12-18-21-00, 0.001337
2016-12-18-22-00, 0.001325
2016-12-18-23-00, 0.001321
2016-12-19-00-00, 0.001336
2016-12-19-01-00, 0.001439
2016-12-19-02-00, 0.001421
2016-12-19-03-00, 0.001447
2016-12-19-04-00, 0.001435
2016-12-19-05-00, 0.001460
2016-12-19-06-00, 0.001437
2016-12-19-07-00, 0.001440
2016-12-19-08-00, 0.001426
2016-12-19-09-00, 0.001443
2016-12-19-10-00, 0.001444
2016-12-19-11-00, 0.001440
2016-12-19-12-00, 0.001438
2016-12-19-13-00, 0.001435
2016-12-19-14-00, 0.001426
2016-12-19-15-00, 0.001439
2016-12-19-16-00, 0.001451
2016-12-19-17-00, 0.001441
2016-12-19-18-00, 0.001437
2016-12-19-19-00, 0.001437
2016-12-19-20-00, 0.001434
2016-12-19-21-00, 0.001432
2016-12-19-22-00, 0.001440
2016-12-19-23-00, 0.001475
2016-12-20-00-00, 0.001504
2016-12-20-01-00, 0.001505
2016-12-20-02-00, 0.001502
2016-12-20-03-00, 0.001520
2016-12-20-04-00, 0.001482
2016-12-20-05-00, 0.001469
2016-12-20-06-00, 0.001485
2016-12-20-07-00, 0.001490
2016-12-20-08-00, 0.001493
2016-12-20-09-00, 0.001480
2016-12-20-10-00, 0.001493
2016-12-20-11-00, 0.001492
2016-12-20-12-00, 0.001506
2016-12-20-13-00, 0.001492
2016-12-20-14-00, 0.001497
2016-12-20-15-00, 0.001493
2016-12-20-16-00, 0.001490
2016-12-20-17-00, 0.001478
2016-12-20-18-00, 0.001473
2016-12-20-19-00, 0.001457
2016-12-20-20-00, 0.001453
2016-12-20-21-00, 0.001449
2016-12-20-22-00, 0.001461
2016-12-20-23-00, 0.001459
2016-12-21-00-00, 0.001424
2016-12-21-01-00, 0.001438
2016-12-21-02-00, 0.001426
2016-12-21-03-00, 0.001430
2016-12-21-04-00, 0.001389
2016-12-21-05-00, 0.001402
2016-12-21-06-00, 0.001387
2016-12-21-07-00, 0.001425
2016-12-21-08-00, 0.001428
2016-12-21-09-00, 0.001448
2016-12-21-10-00, 0.001451
2016-12-21-11-00, 0.001423
2016-12-21-12-00, 0.001438
2016-12-21-13-00, 0.001430
2016-12-21-14-00, 0.001402
2016-12-21-15-00, 0.001358
2016-12-21-16-00, 0.001369
2016-12-21-17-00, 0.001392
2016-12-21-18-00, 0.001384
2016-12-21-19-00, 0.001384
2016-12-21-20-00, 0.001378
2016-12-21-21-00, 0.001375
2016-12-21-22-00, 0.001380
2016-12-21-23-00, 0.001366
2016-12-22-00-00, 0.001365
2016-12-22-01-00, 0.001363
2016-12-22-02-00, 0.001350
2016-12-22-03-00, 0.001356
2016-12-22-04-00, 0.001349
2016-12-22-05-00, 0.001352
2016-12-22-06-00, 0.001349
2016-12-22-07-00, 0.001330
2016-12-22-08-00, 0.001298
2016-12-22-09-00, 0.001275
2016-12-22-10-00, 0.001250
2016-12-22-11-00, 0.001244
2016-12-22-12-00, 0.001276
2016-12-22-13-00, 0.001264
2016-12-22-14-00, 0.001266
2016-12-22-15-00, 0.001254
2016-12-22-16-00, 0.001260
2016-12-22-17-00, 0.001281
2016-12-22-18-00, 0.001278
2016-12-22-19-00, 0.001266
2016-12-22-20-00, 0.001260
2016-12-22-21-00, 0.001283
2016-12-22-22-00, 0.001286
2016-12-22-23-00, 0.001282
2016-12-23-00-00, 0.001270
2016-12-23-01-00, 0.001272
2016-12-23-02-00, 0.001225
2016-12-23-03-00, 0.001207
2016-12-23-04-00, 0.001194
2016-12-23-05-00, 0.001213
2016-12-23-06-00, 0.001224
2016-12-23-07-00, 0.001211
2016-12-23-08-00, 0.001208
2016-12-23-09-00, 0.001182
2016-12-23-10-00, 0.001193
2016-12-23-11-00, 0.001171
2016-12-23-12-00, 0.001168
2016-12-23-13-00, 0.001150
2016-12-23-14-00, 0.001164
2016-12-23-15-00, 0.001147
2016-12-23-16-00, 0.001140
2016-12-23-17-00, 0.001176
2016-12-23-18-00, 0.001204
2016-12-23-19-00, 0.001196
2016-12-23-20-00, 0.001196
2016-12-23-21-00, 0.001197
2016-12-23-22-00, 0.001173
2016-12-23-23-00, 0.001160
2016-12-24-00-00, 0.001133
2016-12-24-01-00, 0.001130
2016-12-24-02-00, 0.001151
2016-12-24-03-00, 0.001152
2016-12-24-04-00, 0.001197
2016-12-24-05-00, 0.001203
2016-12-24-06-00, 0.001198
2016-12-24-07-00, 0.001189
2016-12-24-08-00, 0.001180
2016-12-24-09-00, 0.001227
2016-12-24-10-00, 0.001227
2016-12-24-11-00, 0.001253
2016-12-24-12-00, 0.001237
2016-12-24-13-00, 0.001255
2016-12-24-14-00, 0.001254
2016-12-24-15-00, 0.001240
2016-12-24-16-00, 0.001231
2016-12-24-17-00, 0.001221
2016-12-24-18-00, 0.001220
2016-12-24-19-00, 0.001231
2016-12-24-20-00, 0.001211
2016-12-24-21-00, 0.001210
2016-12-24-22-00, 0.001225
2016-12-24-23-00, 0.001234
2016-12-25-00-00, 0.001240
2016-12-25-01-00, 0.001241
2016-12-25-02-00, 0.001240
2016-12-25-03-00, 0.001264
2016-12-25-04-00, 0.001258
2016-12-25-05-00, 0.001260
2016-12-25-06-00, 0.001256
2016-12-25-07-00, 0.001235
2016-12-25-08-00, 0.001246
2016-12-25-09-00, 0.001250
2016-12-25-10-00, 0.001260
2016-12-25-11-00, 0.001255
2016-12-25-12-00, 0.001247
2016-12-25-13-00, 0.001235
2016-12-25-14-00, 0.001236
2016-12-25-15-00, 0.001229
2016-12-25-16-00, 0.001217
2016-12-25-17-00, 0.001216
2016-12-25-18-00, 0.001210
2016-12-25-19-00, 0.001199
2016-12-25-20-00, 0.001197
2016-12-25-21-00, 0.001192
2016-12-25-22-00, 0.001195
2016-12-25-23-00, 0.001190
2016-12-26-00-00, 0.001192
2016-12-26-01-00, 0.001185
2016-12-26-02-00, 0.001180
2016-12-26-03-00, 0.001186
2016-12-26-04-00, 0.001186
2016-12-26-05-00, 0.001185
2016-12-26-06-00, 0.001180
2016-12-26-07-00, 0.001167
2016-12-26-08-00, 0.001162
2016-12-26-09-00, 0.001160
2016-12-26-10-00, 0.001168
2016-12-26-11-00, 0.001165
2016-12-26-12-00, 0.001166
2016-12-26-15-00, 0.001154
2016-12-26-16-00, 0.001160
2016-12-26-17-00, 0.001150
2016-12-26-18-00, 0.001150
2016-12-26-19-00, 0.001142
2016-12-26-20-00, 0.001140
2016-12-26-21-00, 0.001136
2016-12-26-22-00, 0.001144
2016-12-26-23-00, 0.001150
2016-12-27-00-00, 0.001150
2016-12-27-01-00, 0.001150
2016-12-27-02-00, 0.001152
2016-12-27-03-00, 0.001158
2016-12-27-04-00, 0.001155
2016-12-27-05-00, 0.001149
2016-12-27-06-00, 0.001144
2016-12-27-07-00, 0.001145
2016-12-27-08-00, 0.001139
2016-12-27-09-00, 0.001135
2016-12-27-10-00, 0.001131
2016-12-27-11-00, 0.001130
2016-12-27-12-00, 0.001127
2016-12-27-13-00, 0.001120
2016-12-27-14-00, 0.001121
2016-12-27-15-00, 0.001138
2016-12-27-16-00, 0.001142
2016-12-27-17-00, 0.001136
2016-12-27-18-00, 0.001132
2016-12-27-19-00, 0.001136
2016-12-27-20-00, 0.001125
2016-12-27-21-00, 0.001117
2016-12-27-22-00, 0.001127
2016-12-27-23-00, 0.001128
2016-12-28-00-00, 0.001129
2016-12-28-01-00, 0.001112
2016-12-28-02-00, 0.001108
2016-12-28-03-00, 0.001097
2016-12-28-04-00, 0.001095
2016-12-28-05-00, 0.001101
2016-12-28-06-00, 0.001097
2016-12-28-07-00, 0.001098
2016-12-28-08-00, 0.001087
2016-12-28-09-00, 0.001090
2016-12-28-10-00, 0.001087
2016-12-28-11-00, 0.001097
2016-12-28-12-00, 0.001101
2016-12-28-13-00, 0.001093
2016-12-28-14-00, 0.001093
2016-12-28-15-00, 0.001086
2016-12-28-16-00, 0.001120
2016-12-28-17-00, 0.001125
2016-12-28-18-00, 0.001116
2016-12-28-19-00, 0.001101
2016-12-28-20-00, 0.001097
2016-12-28-21-00, 0.001118
2016-12-28-22-00, 0.001130
2016-12-28-23-00, 0.001151
2016-12-29-00-00, 0.001137
2016-12-29-01-00, 0.001139
2016-12-29-02-00, 0.001139
2016-12-29-03-00, 0.001239
2016-12-29-04-00, 0.001239
2016-12-29-05-00, 0.001255
2016-12-29-06-00, 0.001247
2016-12-29-07-00, 0.001249
2016-12-29-08-00, 0.001309
2016-12-29-09-00, 0.001338
2016-12-29-10-00, 0.001329
2016-12-29-11-00, 0.001341
2016-12-29-12-00, 0.001294
2016-12-29-13-00, 0.001316
2016-12-29-14-00, 0.001318
2016-12-29-15-00, 0.001325
2016-12-29-16-00, 0.001499
2016-12-29-17-00, 0.001430
2016-12-29-18-00, 0.001452
2016-12-29-19-00, 0.001453
2016-12-29-20-00, 0.001491
2016-12-29-21-00, 0.001449
2016-12-29-22-00, 0.001420
2016-12-29-23-00, 0.001449
2016-12-30-00-00, 0.001452
2016-12-30-01-00, 0.001492
2016-12-30-02-00, 0.001656
2016-12-30-03-00, 0.001660
2016-12-30-04-00, 0.001650
2016-12-30-05-00, 0.001650
2016-12-30-06-00, 0.001656
2016-12-30-07-00, 0.001668
2016-12-30-08-00, 0.001655
2016-12-30-09-00, 0.001670
2016-12-30-10-00, 0.001670
2016-12-30-11-00, 0.001549
2016-12-30-12-00, 0.001603
2016-12-30-13-00, 0.001548
2016-12-30-14-00, 0.001531
2016-12-30-15-00, 0.001560
2016-12-30-16-00, 0.001520
2016-12-30-17-00, 0.001503
2016-12-30-18-00, 0.001541
2016-12-30-19-00, 0.001544
2016-12-30-20-00, 0.001535
2016-12-30-21-00, 0.001554
2016-12-30-22-00, 0.001649
2016-12-30-23-00, 0.001587
2016-12-31-00-00, 0.001613
2016-12-31-01-00, 0.001619
2016-12-31-02-00, 0.001580
2016-12-31-03-00, 0.001517
2016-12-31-04-00, 0.001470
2016-12-31-05-00, 0.001502
2016-12-31-06-00, 0.001490
2016-12-31-07-00, 0.001423
2016-12-31-08-00, 0.001450
2016-12-31-09-00, 0.001421
2016-12-31-10-00, 0.001454
2016-12-31-11-00, 0.001467
2016-12-31-12-00, 0.001459
2016-12-31-13-00, 0.001475
2016-12-31-14-00, 0.001476
2016-12-31-15-00, 0.001445
2016-12-31-16-00, 0.001479
2016-12-31-17-00, 0.001492
2016-12-31-18-00, 0.001483
2016-12-31-19-00, 0.001495
2016-12-31-20-00, 0.001502
2016-12-31-21-00, 0.001478
2016-12-31-22-00, 0.001486
2016-12-31-23-00, 0.001476
2017-01-01-00-00, 0.001457
2017-01-01-01-00, 0.001449
2017-01-01-02-00, 0.001481
2017-01-01-03-00, 0.001498
2017-01-01-04-00, 0.001481
2017-01-01-05-00, 0.001549
2017-01-01-06-00, 0.001539
2017-01-01-07-00, 0.001547
2017-01-01-08-00, 0.001520
2017-01-01-09-00, 0.001522
2017-01-01-10-00, 0.001521
2017-01-01-11-00, 0.001477
2017-01-01-12-00, 0.001476
2017-01-01-13-00, 0.001481
2017-01-01-14-00, 0.001481
2017-01-01-15-00, 0.001492
2017-01-01-16-00, 0.001487
2017-01-01-17-00, 0.001417
2017-01-01-18-00, 0.001365
2017-01-01-19-00, 0.001381
2017-01-01-20-00, 0.001383
2017-01-01-21-00, 0.001355
2017-01-01-22-00, 0.001350
2017-01-01-23-00, 0.001389
2017-01-02-00-00, 0.001394
2017-01-02-01-00, 0.001386
2017-01-02-02-00, 0.001405
2017-01-02-03-00, 0.001382
2017-01-02-04-00, 0.001365
2017-01-02-05-00, 0.001363
2017-01-02-06-00, 0.001358
2017-01-02-07-00, 0.001368
2017-01-02-08-00, 0.001359
2017-01-02-09-00, 0.001365
2017-01-02-10-00, 0.001377
2017-01-02-11-00, 0.001364
2017-01-02-12-00, 0.001356
2017-01-02-13-00, 0.001345
2017-01-02-14-00, 0.001384
2017-01-02-15-00, 0.001368
2017-01-02-16-00, 0.001373
2017-01-02-17-00, 0.001371
2017-01-02-18-00, 0.001384
2017-01-02-19-00, 0.001398
2017-01-02-20-00, 0.001399
2017-01-02-21-00, 0.001412
2017-01-02-22-00, 0.001401
2017-01-02-23-00, 0.001388
2017-01-03-00-00, 0.001405
2017-01-03-01-00, 0.001380
2017-01-03-02-00, 0.001376
2017-01-03-03-00, 0.001372
2017-01-03-04-00, 0.001366
2017-01-03-05-00, 0.001371
2017-01-03-06-00, 0.001410
2017-01-03-07-00, 0.001431
2017-01-03-08-00, 0.001430
2017-01-03-09-00, 0.001428
2017-01-03-10-00, 0.001427
2017-01-03-11-00, 0.001434
2017-01-03-12-00, 0.001431
2017-01-03-13-00, 0.001451
2017-01-03-14-00, 0.001490
2017-01-03-15-00, 0.001489
2017-01-03-16-00, 0.001517
2017-01-03-17-00, 0.001528
2017-01-03-18-00, 0.001520
2017-01-03-19-00, 0.001509
2017-01-03-20-00, 0.001490
2017-01-03-21-00, 0.001472
2017-01-03-22-00, 0.001444
2017-01-03-23-00, 0.001471
2017-01-04-00-00, 0.001411
2017-01-04-01-00, 0.001446
2017-01-04-02-00, 0.001480
2017-01-04-03-00, 0.001472
2017-01-04-04-00, 0.001496
2017-01-04-05-00, 0.001496
2017-01-04-06-00, 0.001482
2017-01-04-07-00, 0.001485
2017-01-04-08-00, 0.001478
2017-01-04-09-00, 0.001494
2017-01-04-10-00, 0.001490
2017-01-04-11-00, 0.001465
2017-01-04-12-00, 0.001439
2017-01-04-13-00, 0.001461
2017-01-04-14-00, 0.001422
2017-01-04-15-00, 0.001428
2017-01-04-16-00, 0.001442
2017-01-04-17-00, 0.001437
2017-01-04-18-00, 0.001500
2017-01-04-19-00, 0.001488
2017-01-04-20-00, 0.001534
2017-01-04-21-00, 0.001560
2017-01-04-22-00, 0.001517
2017-01-04-23-00, 0.001518
2017-01-05-00-00, 0.001509
2017-01-05-01-00, 0.001566
2017-01-05-02-00, 0.001564
2017-01-05-03-00, 0.001595
2017-01-05-04-00, 0.001545
2017-01-05-05-00, 0.001539
2017-01-05-06-00, 0.001571
2017-01-05-07-00, 0.001569
2017-01-05-08-00, 0.001548
2017-01-05-09-00, 0.001546
2017-01-05-10-00, 0.001573
2017-01-05-11-00, 0.001545
2017-01-05-12-00, 0.001542
2017-01-05-13-00, 0.001578
2017-01-05-14-00, 0.001585
2017-01-05-15-00, 0.001659
2017-01-05-16-00, 0.001660
2017-01-05-17-00, 0.001645
2017-01-05-18-00, 0.001622
2017-01-05-19-00, 0.001613
2017-01-05-20-00, 0.001601
2017-01-05-21-00, 0.001622
2017-01-05-22-00, 0.001635
2017-01-05-23-00, 0.001600
2017-01-06-00-00, 0.001592
2017-01-06-01-00, 0.001570
2017-01-06-02-00, 0.001560
2017-01-06-03-00, 0.001626
2017-01-06-04-00, 0.001624
2017-01-06-05-00, 0.001626
2017-01-06-06-00, 0.001625
2017-01-06-07-00, 0.001620
2017-01-06-08-00, 0.001638
2017-01-06-09-00, 0.001656
2017-01-06-10-00, 0.001666
2017-01-06-11-00, 0.001670
2017-01-06-12-00, 0.001635
2017-01-06-13-00, 0.001591
2017-01-06-14-00, 0.001594
2017-01-06-15-00, 0.001600
2017-01-06-16-00, 0.001646
2017-01-06-17-00, 0.001639
2017-01-06-18-00, 0.001629
2017-01-06-19-00, 0.001637
2017-01-06-20-00, 0.001648
2017-01-06-21-00, 0.001647
2017-01-06-22-00, 0.001652
2017-01-06-23-00, 0.001638
2017-01-07-00-00, 0.001655
2017-01-07-01-00, 0.001655
2017-01-07-02-00, 0.001651
2017-01-07-03-00, 0.001636
2017-01-07-04-00, 0.001585
2017-01-07-05-00, 0.001575
2017-01-07-06-00, 0.001576
2017-01-07-07-00, 0.001583
2017-01-07-08-00, 0.001574
2017-01-07-09-00, 0.001538
2017-01-07-10-00, 0.001550
2017-01-07-11-00, 0.001530
2017-01-07-12-00, 0.001567
2017-01-07-13-00, 0.001592
2017-01-07-14-00, 0.001631
2017-01-07-15-00, 0.001615
2017-01-07-16-00, 0.001624
2017-01-07-17-00, 0.001607
2017-01-07-18-00, 0.001597
2017-01-07-19-00, 0.001592
2017-01-07-20-00, 0.001599
2017-01-07-21-00, 0.001596
2017-01-07-22-00, 0.001614
2017-01-07-23-00, 0.001598
2017-01-08-00-00, 0.001581
2017-01-08-01-00, 0.001582
2017-01-08-02-00, 0.001581
2017-01-08-03-00, 0.001582
2017-01-08-04-00, 0.001584
2017-01-08-05-00, 0.001587
2017-01-08-06-00, 0.001563
2017-01-08-07-00, 0.001552
2017-01-08-08-00, 0.001566
2017-01-08-09-00, 0.001564
2017-01-08-10-00, 0.001555
2017-01-08-11-00, 0.001552
2017-01-08-12-00, 0.001587
2017-01-08-13-00, 0.001588
2017-01-08-14-00, 0.001589
2017-01-08-15-00, 0.001584
2017-01-08-16-00, 0.001591
2017-01-08-17-00, 0.001589
2017-01-08-18-00, 0.001579
2017-01-08-19-00, 0.001586
2017-01-08-20-00, 0.001587
2017-01-08-21-00, 0.001579
2017-01-08-22-00, 0.001591
2017-01-08-23-00, 0.001590
2017-01-09-00-00, 0.001591
2017-01-09-01-00, 0.001635
2017-01-09-02-00, 0.001627
2017-01-09-03-00, 0.001622
2017-01-09-04-00, 0.001621
2017-01-09-05-00, 0.001621
2017-01-09-06-00, 0.001599
2017-01-09-07-00, 0.001596
2017-01-09-08-00, 0.001596
2017-01-09-09-00, 0.001587
2017-01-09-10-00, 0.001637
2017-01-09-11-00, 0.001614
2017-01-09-12-00, 0.001612
2017-01-09-13-00, 0.001604
2017-01-09-14-00, 0.001607
2017-01-09-15-00, 0.001596
2017-01-09-16-00, 0.001602
2017-01-09-17-00, 0.001622
2017-01-09-18-00, 0.001614
2017-01-09-19-00, 0.001606
2017-01-09-20-00, 0.001608
2017-01-09-21-00, 0.001596
2017-01-09-22-00, 0.001568
2017-01-09-23-00, 0.001549
2017-01-10-00-00, 0.001554
2017-01-10-01-00, 0.001575
2017-01-10-02-00, 0.001576
2017-01-10-03-00, 0.001573
2017-01-10-04-00, 0.001581
2017-01-10-05-00, 0.001610
2017-01-10-06-00, 0.001595
2017-01-10-07-00, 0.001600
2017-01-10-08-00, 0.001595
2017-01-10-09-00, 0.001580
2017-01-10-10-00, 0.001579
2017-01-10-11-00, 0.001569
2017-01-10-12-00, 0.001600
2017-01-10-13-00, 0.001584
2017-01-10-14-00, 0.001575
2017-01-10-15-00, 0.001580
2017-01-10-16-00, 0.001580
2017-01-10-17-00, 0.001581
2017-01-10-18-00, 0.001555
2017-01-10-19-00, 0.001571
2017-01-10-20-00, 0.001575
2017-01-10-21-00, 0.001575
2017-01-10-22-00, 0.001573
2017-01-10-23-00, 0.001573
2017-01-11-00-00, 0.001579
2017-01-11-01-00, 0.001573
2017-01-11-02-00, 0.001576
2017-01-11-03-00, 0.001575
2017-01-11-04-00, 0.001566
2017-01-11-05-00, 0.001566
2017-01-11-06-00, 0.001562
2017-01-11-07-00, 0.001576
2017-01-11-08-00, 0.001560
2017-01-11-09-00, 0.001560
2017-01-11-10-00, 0.001552
2017-01-11-11-00, 0.001501
2017-01-11-12-00, 0.001527
2017-01-11-13-00, 0.001521
2017-01-11-14-00, 0.001521
2017-01-11-15-00, 0.001527
2017-01-11-16-00, 0.001515
2017-01-11-17-00, 0.001519
2017-01-11-18-00, 0.001511
2017-01-11-19-00, 0.001493
2017-01-11-20-00, 0.001497
2017-01-11-21-00, 0.001500
2017-01-11-22-00, 0.001507
2017-01-11-23-00, 0.001512
2017-01-12-00-00, 0.001519
2017-01-12-01-00, 0.001513
2017-01-12-02-00, 0.001503
2017-01-12-03-00, 0.001500
2017-01-12-04-00, 0.001478
2017-01-12-05-00, 0.001485
2017-01-12-06-00, 0.001496
2017-01-12-07-00, 0.001483
2017-01-12-08-00, 0.001496
2017-01-12-09-00, 0.001484
2017-01-12-10-00, 0.001481
2017-01-12-11-00, 0.001482
2017-01-12-12-00, 0.001529
2017-01-12-13-00, 0.001511
2017-01-12-14-00, 0.001513
2017-01-12-15-00, 0.001510
2017-01-12-16-00, 0.001523
2017-01-12-17-00, 0.001536
2017-01-12-18-00, 0.001531
2017-01-12-19-00, 0.001523
2017-01-12-20-00, 0.001523
2017-01-12-21-00, 0.001520
2017-01-12-22-00, 0.001513
2017-01-12-23-00, 0.001533
2017-01-13-00-00, 0.001511
2017-01-13-01-00, 0.001498
2017-01-13-02-00, 0.001494
2017-01-13-03-00, 0.001490
2017-01-13-04-00, 0.001491
2017-01-13-05-00, 0.001497
2017-01-13-06-00, 0.001506
2017-01-13-07-00, 0.001495
2017-01-13-08-00, 0.001495
2017-01-13-09-00, 0.001493
2017-01-13-10-00, 0.001500
2017-01-13-11-00, 0.001476
2017-01-13-12-00, 0.001476
2017-01-13-13-00, 0.001476
2017-01-13-14-00, 0.001500
2017-01-13-15-00, 0.001493
2017-01-13-16-00, 0.001505
2017-01-13-17-00, 0.001496
2017-01-13-18-00, 0.001485
2017-01-13-19-00, 0.001480
2017-01-13-20-00, 0.001474
2017-01-13-21-00, 0.001471
2017-01-13-22-00, 0.001484
2017-01-13-23-00, 0.001466
2017-01-14-00-00, 0.001465
2017-01-14-01-00, 0.001472
2017-01-14-02-00, 0.001475
2017-01-14-03-00, 0.001467
2017-01-14-04-00, 0.001467
2017-01-14-05-00, 0.001466
2017-01-14-06-00, 0.001464
2017-01-14-07-00, 0.001464
2017-01-14-08-00, 0.001457
2017-01-14-09-00, 0.001461
2017-01-14-10-00, 0.001467
2017-01-14-11-00, 0.001461
2017-01-14-12-00, 0.001460
2017-01-14-13-00, 0.001459
2017-01-14-14-00, 0.001453
2017-01-14-15-00, 0.001448
